pret,descriere_zona,an_constructie,compartimentare,confort,etaj,nr_balcoane,nr_bucatarii,nr_bai,nr_camere,nr_garaje,nr_locuri_parcare,regim_inaltime,str_rezistenta,supraf_constr,supraf_utila,supraf_utila_totala,tip_imobil,zona,lat,long
154000,"Bucuresti, zona Dacia",2007,decomandat,lux,Etaj 1,,1,2,3,,,P+5E,beton,133,85,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
139000,"Bucuresti, zona Dacia   790 m (10 minute)",2019,semidecomandat,1,Etaj 3,,1,1,2,,,P+8E,beton,75,52,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
124000,"Bucuresti, Sector 2, zona Dacia   600 m (8 minute)",2019,decomandat,1,Etaj 3,,1,2,3,,,P+5E,beton,82.95,68.6,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
225000,"Bucuresti, Sector 2, zona Polona (Dacia)   410 m (5 minute)",1998,decomandat,1,Parter,1,1,3,4,,,P+5E,beton,145,125,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
153000,"Bucuresti, zona Eminescu (Dacia)",2019,semidecomandat,1,Etaj 4,1,1,1,2,,,P+8E,beton,80,55,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
200000,"Bucuresti, zona Dacia",1924,semidecomandat,1,Parter,,1,1,6,,1,P+1E+M,,210,175.18,,casa/vila,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
139000,"Bucuresti, zona Dacia",1947,decomandat,1,Etaj 1,,,1,3,,,D+P+6E,,111,90,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
190000,"Bucuresti, Sector 2, zona Eminescu (Dacia)   660 m (8 minute)",2019,semidecomandat,1,Parter,1,1,3,3,,,S+P+3E,beton,89.05,72.33,75.43,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
185000,"Bucuresti, Sector 2, zona Eminescu (Dacia)   670 m (8 minute)",2019,semidecomandat,1,Parter,1,1,3,3,,,S+P+3E,beton,86.16,72.65,75.75,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
375000,"Bucuresti, zona Dacia",1929,decomandat,lux,Mansarda,,1,1,4,,,D+P+1E+M,caramida,200,192,,casa/vila,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
115000,"Bucuresti, Sector 2, zona Dacia",2010,decomandat,1,Etaj 1,1 (închise),1,1,2,,1,S+P+5E,caramida,90,80,85,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
179000,"Bucuresti, Sector 2, zona Eminescu (Dacia)",2019,semidecomandat,lux,Etaj 1,1,1,2,3,,,S+P+8E,beton,110.31,75.33,92.13,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
155000,"Bucuresti, Sector 2, zona Dacia",2010,decomandat,1,Etaj 4,1 (închise),1,2,3,,1,S+P+6E,beton,127,74,106.55,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
179000,"Bucuresti, zona Dacia",2010,semidecomandat,1,Etaj 3,1,1,1,2,1,1,P+7E,beton,92,80,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
154000,"Bucuresti, Sector 2, zona Dacia   770 m (10 minute)",2007,decomandat,lux,Etaj 1,,1,2,3,,,P+5E,,,85,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
145228,"Bucuresti, Sector 2, zona Eminescu (Dacia)   670 m (8 minute)",2019,semidecomandat,1,Etaj 1,1,1,1,2,,,S+P+3E,beton,67.6,52.7,58.9,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
148000,"Bucuresti, zona Dacia",2019,decomandat,lux,Etaj 3,,,1,2,,,P+8E,beton,80,56,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
165000,"Bucuresti, Sector 2, zona Dacia",2010,decomandat,1,Etaj 6,1,1,2,3,,1,S+P+6E,beton,147,100,124,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
130000,"Bucuresti, Sector 2, zona Eminescu (Dacia)   550 m (7 minute)",1930,decomandat,1,Etaj 2,,1,2,3,,,P+3E,beton,96.21,87.81,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
165000,"Bucuresti, Sector 2, zona Dacia   210 m (3 minute)",1941,decomandat,1,Etaj 2,2,1,1,3,,,P+2E,beton,100,85,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
71012,"Bucuresti, Sector 2, zona Eminescu (Dacia)   780 m (10 minute)",2019,semidecomandat,1,Etaj 3,1,1,1,2,,,S+P+3E,beton,64,52,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
172000,"Bucuresti, Sector 2, zona Dacia",2019,decomandat,lux,Etaj 1,1,1,2,3,,,S+P+8E,beton,98,85,85,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
367550,"Bucuresti, zona Polona (Dacia)",2017,decomandat,lux,Etaj 2,,1,2,3,1,,P+4E,beton,114.8,99.3,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
83000,"Bucuresti, Sector 1, zona Polona (Dacia)",2019,vagon,lux,Parter,,1,1,2,,,P+3E,beton,62,47,47,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
154000,"Bucuresti, zona Dacia",2000,semidecomandat,lux,Etaj 1,,1,2,3,,,P+5E,beton,94,80,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
289000,"Bucuresti, Sector 2, zona Eminescu (Dacia)",2020,decomandat,lux,Parter,1,1,2,3,,,S+P+5E,beton,121.24,97,111,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
195000,"Bucuresti, Sector 2, zona Dacia   780 m (10 minute)",2019,decomandat,1,Etaj 2,1,1,2,3,,,S+D+P+8E,beton,109,99,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
450000,"Bucuresti, Sector 2, zona Polona (Dacia)   40 m (1 minut)",2019,decomandat,1,Etaj 1,,1,2,4,,,P+4E,beton,180,150,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
315000,"Bucuresti, Sector 1, zona Polona (Dacia)   420 m (5 minute)",2018,decomandat,lux,Parter,1,1,2,3,1,1,S+P+4E,beton,118,98,98,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
199000,"Bucuresti, zona Gradina Icoanei (Dacia)",1934,decomandat,1,Etaj 5,1,1,2,5,,1,P+8E,altele,163,128,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
154000,"Bucuresti, Sector 2, zona Eminescu (Dacia)   760 m (10 minute)",2007,decomandat,lux,Etaj 1,,1,2,3,,,P+5E,beton,110,85,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
148000,"Bucuresti, zona Dacia",2013,decomandat,lux,Parter,,,1,3,,,P+5E,,80,67,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
40000,"Bucuresti, zona Dacia   800 m (10 minute)",1941,decomandat,,,,,,2,,,P+1E,,,56,,casa/vila,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
114550,"Bucuresti, Sector 2, zona Eminescu (Dacia)   700 m (9 minute)",2019,decomandat,lux,Etaj 2,1,1,2,3,,,P+3E,beton,95,80.68,80.68,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
680000,"Bucuresti, zona Eminescu (Dacia)   530 m (7 minute)",2009,decomandat,lux,Etaj 5,1,1,2,4,,1,P+5E,beton,462,182,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
209000,"Bucuresti, Sector 2, zona Gradina Icoanei (Dacia)   450 m (6 minute)",1945,circular,lux,Etaj 3,1 (închise),1,2,4,,,D+P+4E+M,beton,130,112,113,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
112000,"Bucuresti, Sector 2, zona Dacia",1949,semidecomandat,1,Parter,,1,1,4,,,P+6E,beton,100,79,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
229000,"Bucuresti, zona Eminescu (Dacia)",2019,semidecomandat,1,Etaj 4,1,1,2,3,,,P+8E,beton,120,85,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
134000,"Bucuresti, Sector 1, zona Gradina Icoanei (Dacia)",1938,decomandat,1,Etaj 1,,,1,4,,,P+2E,caramida,140,140,,bloc de apartamente,"Dacia, Bucuresti, Romania",44.44681,26.095760000000002
50500,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)   550 m (7 minute)",2019,decomandat,1,Etaj 2,1,1,1,2,,,P+11E,beton,58.06,51.05,51.05,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
56000,"Bucuresti, Sector 4, zona Berceni   210 m (3 minute)",2020,decomandat,lux,Etaj 1,1,1,1,2,,,S+P+11E,beton,54.02,44.62,51.1,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
87900,"Bucuresti, zona Brancoveanu (Berceni)",,decomandat,1,Etaj 2,,,2,4,,,P+4E,,,82,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
60000,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)   570 m (7 minute)",2019,decomandat,1,Etaj 7,1,1,1,2,,,S+P+11E,,64.06,57.4,57.4,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
48900,"Bucuresti, Sector 4, zona Berceni",2018,decomandat,1,Etaj 2,1,1,1,2,,1,P+4E,beton,68,54.7,54.7,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
45900,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1,1,1,2,,1,D+P+5E,beton,66,54,54,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
62000,"Bucuresti, Sector 4, zona Berceni   120 m (1 minut)",2020,decomandat,lux,Etaj 4,1,1,1,2,,,P+11E,beton,59,59,59,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
57500,"Bucuresti, Sector 4, zona Berceni   140 m (2 minute)",2020,semidecomandat,lux,Etaj 3,1,1,1,2,,,P+11E,caramida,64,55,55,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
62000,"Bucuresti, Sector 4, zona Berceni   500 m (6 minute)",2020,decomandat,lux,Etaj 6,1,1,1,2,,,P+11E,beton,60,60,60,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
49500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Parter,1 (închise),1,1,2,,,P+5E,beton,53,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
64500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 4,1 (închise),1,1,2,,,P+5E,beton,70,58,58,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
82500,"Bucuresti, Sector 4, zona Berceni",2018,decomandat,1,Parter,1,1,2,3,,1,P+4E,beton,89,77,77,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
77900,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,lux,Etaj 1,1 (închise),1,1,3,,,P+4E,beton,80,66,66,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
77900,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,lux,Etaj 1,1 (închise),1,1,3,,,P+4E,beton,80,66,66,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
35500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 2,1,1,1,1,,1,P+6E,beton,48,38,38,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
35500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 2,1,1,1,1,,1,P+6E,beton,48,38,38,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
49000,"Bucuresti, Sector 4, zona Berceni   800 m (10 minute)",2019,decomandat,1,Etaj 5,1,1,1,1,,,P+5E,beton,74,64,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
85000,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+3E,beton,65,55,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2020,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,70,56,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2020,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,70,56,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
54600,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Parter,,1,1,2,,1,S+P+5E,beton,175,160,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47000,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,lux,Etaj 2,,1,1,2,,1,P+5E,beton,56,45,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
55000,"Bucuresti, Sector 4, zona Berceni",2018,decomandat,1,Etaj 3,1,1,1,2,,1,P+4E,beton,65,55,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47150,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 1,1 (închise),1,1,2,,,D+P+5E,beton,60,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47000,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,lux,Etaj 2,,1,1,2,,1,P+5E,beton,56,45,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
75000,"Bucuresti, zona Brancoveanu (Berceni)",1991,semidecomandat,1,Etaj 2,,,1,2,,,P+8E,,55,51,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
51200,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,,54.72,40.25,45.6,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
67000,"Bucuresti, Sector 4, zona Berceni   160 m (2 minute)",2010,decomandat,lux,Parter,1,1,2,2,,1,P+8E,beton,75,67,67,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
58900,"Bucuresti, Sector 4, zona Berceni   610 m (8 minute)",2020,decomandat,1,Parter,1,1,1,2,,,P+5E,beton,153,131,131,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
46645,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,lux,Etaj 2,1,1,1,2,,,P+5E,beton,69,60,60,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
55500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 4,1 (închise),1,1,2,,,P+5E,beton,58,48,48,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
55500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 4,1 (închise),1,1,2,,,P+5E,beton,58,48,48,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
43600,"Bucuresti, Sector 4, zona Berceni",2016,decomandat,1,Etaj 7,1,1,1,1,,,P+7E,beton,50,39,39,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
65990,"Bucuresti, Sector 4, zona Oltenitei (Berceni)",2016,decomandat,lux,Etaj 7,1,1,1,2,,,S+P+7E,beton,75,63,63,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
46645,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,lux,Etaj 2,1,1,1,2,,,P+5E,beton,69,60,60,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
43500,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2020,decomandat,1,Etaj 2,1,1,1,2,,,P+6E,beton,58.67,43.5,48.89,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
58900,"Bucuresti, Sector 4, zona Berceni   610 m (8 minute)",2020,decomandat,1,Parter,1,1,1,2,,,P+5E,beton,153,131,131,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
46000,"Bucuresti, Sector 4, zona Berceni   440 m (6 minute)",2020,decomandat,1,Etaj 1,1,1,1,1,,,P+4E,beton,55,40,40,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
61200,"Bucuresti, zona Berceni",2019,decomandat,1,Etaj 2,1,1,1,2,,1,D+P+5E,beton,68,57,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
61200,"Bucuresti, zona Berceni",2019,decomandat,1,Etaj 2,1,1,1,2,,1,D+P+5E,beton,68,57,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
48000,"Bucuresti, Sector 3, zona Berceni   250 m (3 minute)",2018,semidecomandat,1,Etaj 3,1,1,1,2,,,S+D+P+10E,beton,60,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
52900,"Bucuresti, Sector 4, zona Berceni   650 m (8 minute)",2020,decomandat,1,Etaj 1,1,1,1,2,,,P+6E,beton,75,60,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
43500,"Bucuresti, Sector 4, zona Berceni   150 m (2 minute)",2019,decomandat,1,Etaj 2,1,1,1,2,,,P+5E,beton,72,65,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
52000,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)   560 m (7 minute)",2019,decomandat,1,Etaj 3,1,1,1,2,,,S+P+11E,beton,58.06,51.05,51.05,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
44940,"Bucuresti, Sector 4, zona Vitan-Barzesti (Berceni)",2020,decomandat,1,Parter,,1,1,1,,,S+D+P+5E,beton,46,38,38,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
50500,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)   570 m (7 minute)",2020,decomandat,lux,Etaj 2,1,1,1,2,,,S+P+11E,beton,58.09,46.32,51.06,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
53500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,62,58,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
51200,"Bucuresti, Sector 4, zona Berceni",2020,semidecomandat,lux,Etaj 2,1,1,1,2,,1,S+P+5E,beton,54,48,48,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
41013,"Bucuresti, zona Oltenitei (Berceni)",2019,,,Etaj 1,,,,2,,,P+2E,,,45.55,48.25,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
53500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,62,58,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
79900,"Bucuresti, Sector 4, zona Berceni   670 m (8 minute)",2019,decomandat,1,Etaj 1,1,1,1,3,,,P+3E,beton,85,70,70,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
48000,"Bucuresti, Sector 3, zona Berceni   250 m (3 minute)",2018,semidecomandat,1,Etaj 3,1,1,1,2,,,S+D+P+10E,beton,60,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
105000,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)   540 m (7 minute)",2020,decomandat,1,Parter,3,1,2,3,,,S+P+3E,beton,,57,57,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
51200,"Bucuresti, Sector 4, zona Berceni",2020,semidecomandat,lux,Etaj 2,1,1,1,2,,1,S+P+5E,beton,54,48,48,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
50500,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)   570 m (7 minute)",2020,decomandat,lux,Etaj 2,1,1,1,2,,,S+P+11E,beton,58.09,46.32,51.06,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
77900,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,1,Etaj 4,1,1,1,3,,,P+4E,beton,81,67,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
53000,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,2,1,1,2,,,P+4E,beton,65,56,56,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
39800,"Bucuresti, Sector 4, zona Berceni",2020,decomandat,lux,Etaj 2,1,1,1,2,,,D+P+5E,beton,58,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47000,"Bucuresti, Sector 4, zona Oltenitei (Berceni)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+5E,beton,48,42,42,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
80000,"Bucuresti, Sector 4, zona Berceni   430 m (5 minute)",2019,decomandat,1,Etaj 3,1,1,1,2,,,S+P+9E,beton,80,71,71,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
55300,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 2,3,1,1,2,,,S+P+4E,beton,70,60,60,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
29000,"Bucuresti, Sector 4, zona Berceni",2020,decomandat,1,Etaj 1,1,1,1,1,,,D+P+6E,beton,39,33,33,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
47000,"Bucuresti, Sector 4, zona Oltenitei (Berceni)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+5E,beton,48,42,42,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
51000,"Bucuresti, Sector 4, zona Berceni   610 m (8 minute)",2014,decomandat,1,Etaj 2,1 (închise),1,1,2,,,P+4E,beton,55,44,44,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
65000,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",,semidecomandat,1,Etaj 1,1 (închise),1,1,3,,,S+P+4E,beton,75,63,63,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
27135,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1,1,1,1,,1,P+2E,beton,35,30,33,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
74000,"Bucuresti, zona Brancoveanu (Berceni)",2019,semidecomandat,1,Etaj 4,1,1,1,3,,,P+4E,beton,82,66,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
61450,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,2,1,2,3,,1,P+4E,beton,70,62,65,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
27135,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1,1,1,1,,1,P+2E,beton,35,30,33,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
74000,"Bucuresti, zona Brancoveanu (Berceni)",2019,semidecomandat,1,Etaj 4,1,1,1,3,,,P+4E,beton,82,66,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
36900,"Bucuresti, zona Berceni",2019,semidecomandat,1,Parter,1,1,1,1,,1,P+6E,beton,43,36,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
120000,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,lux,Parter,1,1,2,3,,,P+3E,beton,132,132,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
48500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1 (închise),1,1,2,,1,P+6E,beton,62,50,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
96221,"Bucuresti, Sector 3, zona Vitan-Barzesti (Berceni)",2020,decomandat,1,Etaj 4,2,1,2,3,,,D+P+6E,beton,95,84,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
48500,"Bucuresti, Sector 4, zona Berceni",2019,decomandat,1,Etaj 1,1 (închise),1,1,2,,1,P+6E,beton,62,50,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
120000,"Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2019,decomandat,lux,Parter,1,1,2,3,,,P+3E,beton,132,132,,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
52900,"Bucuresti, Sector 4, zona Berceni   210 m (3 minute)",2019,decomandat,1,Etaj 3,1 (închise),1,1,2,,1,P+6E,beton,72,60,60,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
52514,"Bucuresti, Sector 4, zona Vitan-Barzesti (Berceni)",2020,decomandat,1,Etaj 3,1,1,1,1,,,S+D+P+6E,beton,62,46,46,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
40000,"Bucuresti, zona Berceni   150 m (2 minute)",2020,decomandat,1,Parter,1,1,1,1,,1,P+5E,beton,46,39,39,bloc de apartamente,"Berceni, Bucuresti, Romania",44.376,26.137610000000002
